documents,author
"three! I hear of poetry; I hear of courtesy; and I hear too that a gentleman stands aloof from his son. 14. A king speaks of his wife as 'my wife.' She calls herself 'handmaid.' Her subjects speak of her as 'our lord's wife,' but when they speak to foreigners, they say 'our little queen.' Foreigners speak of her, too, as 'the lord's wife.' [Footnote 149: The disciple Tzu-ch'in.] [Footnote 150: The son of Confucius.] BOOK XVII 1. Yang Huo[151] wished to see Confucius. Confucius did not go to see him. He sent Confucius a sucking pig. Confucius chose a time when he was out, and went to thank him. They met on the road. He said to Confucius, Come, let us speak together. To cherish a gem, and undo the kingdom, can that be called love? It cannot, said Confucius. To love office, and miss the hour again and again, can that be called wisdom? It cannot, said Confucius. The days and months go by; the years do not wait for us.",Confucius
"True, said Confucius; I must take office. 2. The Master said, Men are near to each other by nature; the lives they lead sunder them. 3. The Master said, Only the wisest and stupidest of men never change. 4. As the Master came to Wu-ch'eng[152] he heard sounds of lute and song. Why use an ox-knife to kill a fowl? said the Master, with a pleased smile. Tzu-yu answered, Master, once I heard you say, A gentleman that has learnt the Way loves men; small folk that have learnt the Way are easy to rule. [Footnote 151: The all-powerful, unscrupulous minister of the Chi.] [Footnote 152: A very small town, of which the disciple Tzu-yu was governor.] My two-three boys, said the Master, what Yen[153] says is true. I spake before in play. 5. Kung-shan Fu-jao[154] held Pi in rebellion. He called the Master, who wished to go. Tzu-lu said in displeasure. This cannot be! why must ye go to Kung-shan? The Master said, He calls me, and would that be all? Could",Confucius
"I not make an Eastern Chou[155] of him that uses me? 6. Tzu-chang asked Confucius what is love. Confucius said, Love is to mete out five things to all below heaven. May I ask what they are? Modesty and bounty, said Confucius, truth, earnestness and kindness. Modesty escapes insult: bounty wins the many; truth gains men's trust; earnestness brings success; and kindness is enough to make men work. 7. Pi Hsi called the Master, who wished to go. Tzu-lu said, Master, I heard you say once, To men whose own life is evil, no gentleman will go. Pi Hsi holds Chung-mou in rebellion; how could ye go to him, Sir? Yes, I said so, answered the Master. But is not a thing called hard that cannot be ground thin; white, if steeping will not turn it black? And am I a gourd? Can I hang without eating? [Footnote 153: Tzu-yu.] [Footnote 154: Steward of the Chi, and a confederate of Yang Huo.] [Footnote 155: A kingdom in the east to match Chou",Confucius
"in the west, the home of Kings Wen and Wu.] 8. The Master said, Hast thou heard the six words, Yu,[156] and the six they sink into? He answered. No. Sit down, and I shall tell thee. The thirst for love, without love of learning, sinks into simpleness. Love of knowledge, without love of learning, sinks into vanity. Love of truth, without love of learning, sinks into cruelty. Love of straightness, without love of learning, sinks into rudeness. Love of daring, without love of learning, sinks into turbulence. Love of strength, without love of learning, sinks into oddity. 9. The Master said, My little children, why do ye not learn poetry? Poetry would ripen you; teach you insight, friendliness and forbearance; show you how to serve your father at home; and teach your lord abroad; and it would teach you the names of many birds and beasts, plants and trees. 10. The Master said to Po-yü,[157] Hast thou done the Chou-nan and Shao-nan?[158] He that has not done the Chou-nan and Shao-nan is",Confucius
"like a man standing with his face to the wall. 11. The Master said, 'Courtesy, courtesy,' is the cry; but are jade and silk the whole of courtesy? 'Music, music,' is the cry; but are bells and drums the whole of music? 12. The Master said, Fierce looks and weakness within are like the small man, like the thief that breaks through or clambers over a wall. [Footnote 156: Tzu-lu.] [Footnote 157: His son.] [Footnote 158: The first two books of _The Book of Poetry_.] 13. The Master said, The plain townsman is the bane of mind. 14. The Master said, To tell unto the dust all that we hear upon the way is to lay waste the mind. 15. The Master said, How can we serve the king with a low fellow, who is itching to get what he wants and trembling to lose what he has? This trembling to lose what he has may lead him anywhere. 16. The Master said, Men of old had three failings, which have, perhaps, died",Confucius
"out to-day. Ambitious men of old were not nice; now they are unprincipled. Stern men of old were hard; now they are quarrelsome. Ignorant men of old were straight; now they are false. That is all. 17. The Master said, Smooth words and fawning looks are seldom found with love. 18. The Master said, I hate the ousting of scarlet by purple. I hate the strains of Cheng, confounders of sweet music. I hate a sharp tongue, the ruin of kingdom and home. 19. The Master said, I wish no word were spoken! Tzu-kung said, Sir, if ye said no word, what could your little children write? The Master said, What are the words of Heaven? The four seasons pass, the hundred things bear life. What are the words of Heaven? 20. Ju Pei wished to see Confucius. Confucius pleaded sickness; but, as the messenger left his door, he took a lute and sang, so the messenger should hear. 21. Tsai Wo[159] asked about mourning for three years. He thought that one was",Confucius
"enough. If for three years gentlemen forsake courtesy, courtesy must suffer. If for three years they forsake music, music must decay. The old grain passes, the new grain sprouts, the round of woods for the fire-drill is ended in one year. The Master said, Feeding on rice, clad in brocade, couldst thou be at rest? I could, he answered. Then do what gives thee rest. But a gentleman, when he is mourning, has no taste for sweets and no ear for music; he cannot rest in his home. So he gives these up. Now, they give thee rest; then keep them. After Tsai Wo had gone, the Master said, Yü's[160] want of love! At the age of three a child first leaves the arms of his father and mother, and mourning lasts for three years everywhere below heaven. But did Yü have for three years the love of his father and mother? 22. The Master said, It is hard indeed when a man eats his fill all day, and has nothing to task",Confucius
"the mind! Could he not play at chequers? Even that were better. 23. Tzu-lu said, Do gentlemen honour daring? They put right higher, said the Master. With daring and no sense of right gentlemen turn rebels and small men turn robbers. 24. Tzu-kung said, Do gentlemen hate too? [Footnote 159: A disciple.] [Footnote 160: Tsai Wo.] They do, said the Master. They hate the sounding of evil deeds; they hate men of low estate that slander those over them; they hate daring without courtesy; they hate men that are stout and fearless, but blind. And Tz'u,[161] he said, dost thou hate too? I hate those that take spying for wisdom, who take want of manners for courage, and take tale-telling for honesty. 25. The Master said, Only maids and serving-lads are hard to train. If we draw near to them, they get unruly; if we hold them off, they grow spiteful. 26. The Master said, When a man of forty is hated, he will be so to the end. [Footnote 161: Tzu-kung.] BOOK",Confucius
"XVIII 1. The lord of Wei[162] left, the lord of Chi[163] was made a slave, Pi-kan[164] spake out, and died. Confucius said, Three of the Yin had love. 2. Whilst Liu-hsia Hui[165] was Chief Knight[166] he was dismissed thrice. Men said. Is it not yet time to leave. Sir? He answered, If I serve men the straight way, where can I go without being dismissed thrice? If I am to serve men the crooked way, why should I leave the land of my father and mother? 3. Speaking of how to treat Confucius, Ching, Duke of Ch'i, said, I cannot treat him as I do the Chi. I put him between Chi and Meng. I am old, he said; I cannot use him. Confucius left. 4. The men of Ch'i[167] sent a gift of music girls. Chi Huan accepted them, and for three days no court was held. Confucius left. [Footnote 162: Kinsmen of the tyrant Chou Hsin, who brought the house of Yin to an end.] [Footnote 163: Kinsmen of the tyrant",Confucius
"Chou Hsin, who brought the house of Yin to an end.] [Footnote 164: Kinsmen of the tyrant Chou Hsin, who brought the house of Yin to an end.] [Footnote 165: See note to Book XV, § 13.] [Footnote 166: Or Criminal Judge.] [Footnote 167: To Lu, 497 B.C. The turning-point in Confucius's career. He left office and his native land, and wandered abroad for twelve long years.] 5. Chieh-yü, the mad-head of Ch'u, as he passed Confucius, sang, Phoenix, bright phoenix, Thy glory is ended! Think of to-morrow; The past can't be mended. Up and away! The Court is today With danger attended. Confucius alighted, for he wished to speak with him: but he hurried away, and he could not speak with him. 6. Ch'ang-chü and Chieh-ni were working in the fields. As Confucius passed them, he sent Tzu-lu to ask for the ford. Ch'ang-chü said, Who is that holding the reins? He is K'ung Ch'iu, said Tzu-lu. Is he K'ung Ch'iu of Lu? Yes, said Tzu-lu. He knows the ford, said Ch'ang-chü.",Confucius
"Tzu-lu asked Chieh-ni. Who are ye, Sir? he answered. I am Chung Yu. The disciple of K'ung Ch'iu of Lu? Yes, he answered. All below heaven is seething and boiling, said Chieh-ni, who can change it? How much better would it be to follow a knight that flees the world than to follow a knight that flees persons! And he went on hoeing without stop. Tzu-lu went and told the Master, whose face fell. Can I herd with birds and beasts? he said. Whom but these men can I take as fellows? And if the Way were kept by all below heaven, I should not need to change them. 7. Tzu-lu, who was following behind, met an old man carrying a basket on his staff. Tzu-lu asked him, Have ye seen the Master, Sir? The old man answered, Thy four limbs are idle, thou canst not sort the five seeds: who is thy Master? And he planted his staff, and weeded. Tzu-lu stood and bowed. He kept Tzu-lu for the night, killed a",Confucius
"fowl, made millet, gave them him to eat, and presented his two sons. Tzu-lu left the next day, and told the Master. The Master said, He is in hiding. He sent Tzu-lu back to see him; but when he arrived he had gone. Tzu-lu said, Not to take office is not right. If the ties of old and young cannot be thrown off, how can he throw off the liege's duty to his lord? He wishes to keep his life clean, but he is unsettling the bonds between men. To discharge that duty a gentleman takes office, though he knows beforehand that the Way will not be kept. 8. Po-yi, Shu-ch'i, Yü-chung, Yi-yi, Chu-chang, Liu-hsia Hui and Shao-lien were men that hid from the world. The Master said, Po-yi[168] and Shu-ch'i[169] did not bend the will or shame the body. [Footnote 168: See note to Book V, § 22.] [Footnote 169: See note to Book V, § 22.] We must say that Liu-hsia Hui[170] and Shao-lien bent the will and shamed the body.",Confucius
"Their words hit man's duty, their deeds hit our hopes. This we can say and no more. We may say that Yü-chung and Yi-yi lived hidden, but were free of speech. Their lives were clean, their retreat was well weighed. But I am unlike all of them: there is nothing I must, or must not, do. 9. Chih, the Great Music-master, went to Ch'i; Kan, the conductor at the second meal, went to Ch'u; Liao, the conductor at the third meal, went to Ts'ai; Chüeh, the conductor at the fourth meal, went to Ch'in. The drum master Fang-shu crossed the River; the tambourine master Wu crossed the Han; Yang the second bandmaster and Hsiang, who played the sounding stones, crossed the sea. 10. The Duke of Chou[171] said to the Duke of Lu,[172] A gentleman does not forsake kinsmen, nor offend his great lieges by not using them. He will not cast off an old friend unless he have big cause; he does not ask everything of anyone. 11. Chou had eight knights:",Confucius
"Po-ta and Po-kuo, Chung-tu and Chung-hu, Shu-yeh and Shu-hsia, Chi-sui and Chi-kua. [Footnote 170: See note to Book XV, § 13.] [Footnote 171: See note to Book VII, § 5.] [Footnote 172: His son.] BOOK XIX 1. Tzu-chang said, The knight that stakes his life when he sees danger, who in sight of gain thinks of right, and whose thoughts are reverent at worship, and sad when he is in mourning, will do. 2. Tzu-hsia said, Goodness, clutched too narrowly; a belief in the Way which is not honest; can they be said to be, or said not to be? 3. The disciples of Tzu-hsia asked Tzu-chang whom we should choose as our companions. Tzu-chang said. What does Tzu-hsia say? They answered, Tzu-hsia says, If the men be well for thee, go with them; if they be not well, push them off. Tzu-chang said. This is not the same as what I had heard. A gentleman honours worth and bears with the many. He applauds goodness and pities weakness. If I were",Confucius
"a man of great worth, what could I not bear with in others? If I am without worth, men will push me off: why should I push other men off? 4. Tzu-hsia said, Though there must be things worth seeing along small ways, a gentleman does not follow them, for fear of being left at last in the mire. 5. Tzu-hsia said, He that each day remembers his failings and each month forgets nothing won may be said to love learning indeed! 6. Tzu-hsia said, By wide learning and singleness of will, by keen questions and home thinking we reach love. 7. Tzu-hsia said, To master the hundred trades, apprentices work in a shop; by learning, a gentleman finds his way. 8. Tzu-hsia said, The small man must always gloss his faults. 9. Tzu-hsia said, A gentleman changes thrice. Looking up to him he seems stern; as we draw near, he warms; but his speech, when we hear it, is sharp. 10. Tzu-hsia said, Until they trust him, a gentleman lays no burdens",Confucius
"on his people. If they do not trust him, they will think it cruel. Until they trust him, he does not chide them. Unless they trust him, it will seem fault-finding. 11. Tzu-hsia said, If we keep within the bounds of honour, we can step to and fro through propriety. 12. Tzu-yu said, The disciples, the little sons of Tzu-hsia, can sprinkle and sweep, attend and answer, come in and go out; but what can come of twigs without roots? When Tzu-hsia heard this, he said, Yen Yu[173] is wrong. If we teach one thing in the way of a gentleman first, shall we tire before reaching the next? Thus plants and trees differ in size. Should the way of a gentleman bewilder him? To learn it, first and last, none but the holy are fit. [Footnote 173: Tzu-yu.] 13. Tzu-hsia said, A servant of the crown should give his spare strength to learning. With his spare strength a scholar should serve the crown. 14. Tzu-yu said, Mourning should stretch to grief, and",Confucius
"stop there. 15. Tzu-yu said, Our friend Chang[174] can do hard things, but love is not yet his. 16. Tseng-tzu said, Chang is so spacious, so lordly, that at his side it is hard to do what love bids. 17. Tseng-tzu said, I have heard the Master say, Man never shows what is in him unless it be in mourning those dear to him. 18. Tseng-tzu said, I have heard the Master say, In all else we may be as good a son as Meng Chuang, but in not changing his father's ministers, or his father's rule, he is hard to match. 19. The Meng[175] made Yang Fu[176] Chief Knight,[177] who spake to Tseng-tzu about it. Tseng-tzu said, Those above have lost their way, the people have long been astray. When thou dost get at the truth, be moved to pity, not puffed with joy. 20. Tzu-kung said, Chou[178] was not so very wicked! Thus a gentleman hates to live in a hollow, down into which runs all that is foul below heaven.",Confucius
"21. Tzu-kung said, A gentleman's faults are like the eating of sun or moon.[179] All men see them, and when he mends all men look up to him. [Footnote 174: Tzu-chang.] [Footnote 175: The chief of the Meng clan, powerful in Lu.] [Footnote 176: A disciple of Tseng-tzu.] [Footnote 177: Or criminal judge.] [Footnote 178: The tyrant that ended the Yin dynasty.] [Footnote 179: An eclipse.] 22. Kung-sun Ch'ao of Wei asked Tzu-kung, From whom did Chung-ni[180] learn? Tzu-kung said, The Way of Wen and Wu[181] has not fallen into ruin. It lives in men: the big in big men, the small in small men. In none of them is the Way of Wen and Wu missing. How should the Master not learn it? What need had he for a set teacher? 23. In talk with the great men of the court Shu-sun Wu-shu[182] said, Tzu-kung is worthier than Chung-ni. Tzu-fu Ching-po told this to Tzu-kung. Tzu-kung said, This is like the palace wall. My wall reaches to the shoulder: peeping over you",Confucius
"see the good home within. The Master's wall is several fathoms high: no one can see the beauty of the Ancestral Temple and the wealth of its hundred officers, unless he gets in by the gate. And if only a few men find the gate, may not my lord have spoken the truth? 24. Shu-sun Wu-shu cried down Chung-ni. Tzu-kung said, It is labour lost. Chung-ni cannot be cried down. The greatness of other men is a hummock, over which we can still leap. Chung-ni is the sun or moon, which no one can overleap. Though the man were willing to kill himself, how could he hurt the sun or moon? That he does not know his own measure would only be seen the better! 25. Ch'en Tzu-ch'in[183] said to Tzu-kung, Ye humble yourself, Sir. In what is Chung-ni your better? [Footnote 180: Confucius.] [Footnote 181: See Introduction.] [Footnote 182: Head of the Meng clan.] [Footnote 183: A disciple of Tzu-kung.] Tzu-kung said, By one word a gentleman shows wisdom, by one word",Confucius
"want of wisdom. Words must not be lightly spoken. No one can come up to the Master, as heaven is not to be climbed by steps. If the Master had power in a kingdom, or a clan, the saying would come true, 'What he sets up stands; he shows the way and men go it, he brings peace and they come, he stirs them and they are at one. Honoured in life, he is mourned when dead!' Who can come up to him? BOOK XX[184] 1. Yao said, Hail to thee, Shun! The count that Heaven is telling falls on thee. Keep true hold of the centre. If there be stress or want within the four seas, the gift of Heaven will pass for ever. Shun laid the same commands on Yü. _T'ang_ said, I, Thy little child Li, dare to offer this black steer, and dare to proclaim before Thee, Almighty Lord, that I dare not forgive sin, nor keep down Thy ministers. Search them, O Lord, in Thine heart. If Our",Confucius
"life be sinful, visit it not upon the ten thousand homesteads. If the ten thousand homesteads sin, the sin is on Our head. Chou bestowed great gifts, and good men grew rich. 'Loving hearts are better than near kinsmen. All the people blame no one but me.'[185] He saw to weights and measures, revised the laws, and brought back broken officers. Order reigned everywhere. He revived ruined kingdoms and restored fiefs that had fallen in. All hearts below heaven turned to him. The people's food, burials and worship weighed most with him. His bounty gained the many, his truth won the people's trust, his earnestness brought success, his justice made men glad. [Footnote 184: This chapter shows the principles on which China was governed in old times. Yao and Shun were the legendary founders of the Chinese Empire, Yü, T'ang, and Chou were the first emperors of the houses of Hsia, Shang and Chou, which had ruled China up till the time of Confucius.] [Footnote 185: Said by King Wu (Chou). The people",Confucius
"blamed him for not dethroning at once the tyrant Chou Hsin.] 2. Tzu-chang asked Confucius, How should men be governed? The Master said, To govern men we must honour five fair things and spurn four evil things. Tzu-chang said, What are the five fair things? The Master said, A gentleman is kind, but not wasteful; he burdens, but he does not embitter; he is covetous, but not greedy; high-minded, but not proud; stern, but not fierce. Tzu-chang said, What is meant by kindness without waste? The Master said, To further what furthers the people, is not that kindness without waste? If burdens be sorted to strength, who will grumble? To covet love and get love, is that greed? Few or many, small or great, all is one to a gentleman: he dares not slight any man. Is not this to be high-minded, but not proud? A gentleman straightens his robe and cap, and settles his look. He is severe, and men look up to him with awe. Is not this to be stern,",Confucius
"but not fierce? Tzu-chang said, What are the four evil things? The Master said, To leave untaught and then kill is cruelty; not to give warning and to expect things to be done is tyranny; to give careless orders and be strict when the day comes is robbery; to be stingy in rewarding men is littleness. 3. The Master said, He that does not know the Bidding cannot be a gentleman. Not to know good form is to have no foothold. Not to know words is to know nothing of men. INDEX _The Index has been reprinted with few changes from the first edition, whilst the book itself has been revised. There are therefore slight differences here and there between the two._ (Aspirated and unaspirated letters have been treated as different letters. The aspirated letter follows immediately the unaspirated; e.g. _t'a_ comes after _tung_.) _Ai_, Duke of Lu, name Chiang, reigned 494-68 B.C.; ii. 19, asks how to make his people loyal; iii. 21, asks Tsai Wo about the shrines to guardian spirits;",Confucius
"vi. 2, asks which disciples are fond of learning; xii. 9, asks what to do in this year of dearth; xiv. 22, does not avenge the murder of Duke of Ch'i. _Ao_, xiv. 6, a man of the Hsia dynasty famous for his strength. _Chang_, xix. 15, 16 = Tzu-chang, whom see. _Chao_, vi. 14, Prince of Sung, his beauty. _Chao_, Duke of Lu, reigned 541-10 B.C.; vii. 30 (and note), the Master deems him well bred. _Chao_, one of the great families that governed the state of Chin; xiv. 12, Meng Kung-ch'o, fit to be steward of. _Chao-nan_, xvii. 10, the first book of the _Book of Poetry_, a collection of old Chinese songs. _Cheng_, a state of ancient China; xv. 10, its wanton music; xvii. 18, its strains confound sweet music. _Chi_, or _Chi-sun_, one of the three great houses of Lu, who had grasped all power in the state. The others were Meng-sun and Shu-sun. They were all descended from Duke Huan by a concubine. _Chi_, the Chi, head of",Confucius
"the Chi clan, first Chi Huan and then Chi K'ang; iii. 1, had eight rows of dancers in his hall; iii. 6, worshipped on Mount T'ai; vi. 7, wishes to make Min Tzu-ch'ien governor of Pi; xi. 16, richer than the Duke of Chou; xiii. 2, Chung-kung is his steward; xvi. 1, is about to chastise Chuan-yü; xviii. 3, Ching, Duke of Ch'i, would set him above Confucius. _Chi_, xiv. 6 = Hou Chi, director of husbandry under the Emperor Yao, and ancestor of the Chou dynasty. _Chi_, iii. 9, a small state. _Chi_, xviii. 1, another small state. Lord of Chi: an uncle of the tyrant Chou, last of the Yin dynasty. He was imprisoned for chiding the emperor, and to escape death feigned madness. _Chi Huan_, head of the Chi clan + 491 B.C.; xviii. 4, accepts singing girls from Ch'i. _Chi-kua_, xviii. 11, an officer of Chou. _Chi K'ang_, of the great house of Chi of Lu, succeeded Chi Huan as chief, 491 B.C. (_see_ note to xii. 17);",Confucius
"ii. 20, told how to make the people respectful, faithful, and willing; vi. 6, asks whether certain disciples were fit for power; x. 11, presents the Master with medicine; xi. 6, asks which disciples were fond of learning; xii. 17, asks how to rule; xii. 18, is vexed by robbers; xii. 19, asks whether we should kill the bad; xiv. 20, asks how Duke Ling escapes ruin. _Chi-lu_, another name for Tzu-lu. _Chi-sui_, xviii. 11, an officer of Chou. _Chi-sun_, xiv. 38, or Chi (which see), probably Chi Huan, the head of the house. _Chi Tzu-ch'eng_, xii. 8, a lord of Wei, says, A gentleman is all nature. _Chi Tzu-jan_, younger brother of Chi Huan; xi. 23, asks whether Yu and Ch'iu are statesmen. _Chi Wen_, v. 19, a lord of Lu, thought thrice before acting. _Chieh-ni_, xviii. 6, says the world is a seething torrent. _Chieh-yü_, xviii. 5, a famous man of Ch'u, who, disapproving of his king's conduct, supported himself by husbandry, and feigned madness in order to escape being forced",Confucius
"into the king's service. _Chien_, xiv. 22, Duke of Ch'i, murdered by Ch'en Ch'eng 481 B.C. _Chih_, music-master of Lu; viii. 15, how grand was the ending of the Kuan-chü in his day; xviii. 9, went to Ch'i. _Chin_, xiv. 16, an ancient state. Duke Wen of Chin was deep but dishonest. _Ching_, Duke of Ch'i. Confucius was in Ch'i in 517 B.C.; xii. 11, asks what is kingcraft; xvi. 12, had a thousand teams of horses, but no man praised him; xviii. 3, would set Confucius between the Chi and the Meng. _Ching_, xiii. 8, of ducal house of Wei, was wise in his private life. _Chiu_, brother of Duke Huan of Ch'i; xiv. 17, 18, slain by his brother. _Chou_, the reigning dynasty in Confucius's time, ii. 23, iii. 14, iii. 21, xv. 10, xviii. 11. _Chou_, viii. 20 = King Wen. _Chou_, xx. 1 = King Wu. _Chou_, the Duke of, _see_ note to vii. 5; vii. 5, Confucius sees him no more in his dreams; viii. 11, his gifts,",Confucius
"if coupled with pride and meanness, would not be worth a glance; xi. 16, the Chi richer than he; xviii. 10, his instructions to his son. _Chou_, or _Chou Hsin_ (reigned 1154-22 B.C.), the last emperor of the house of Yin, an infamous tyrant, finally overthrown by King Wu, when he perished in his burning palace; xix. 20, his wickedness was not so great. _Chou Jen_, an ancient worthy; xvi. 1, said, He that can put forth his strength.... _Chu-chang_, xviii. 8, a man who fled the world. _Chuan-yü_, a small state in Lu, tributary to Lu; xvi. 1, the Chi proposes to chastise it. _Chuang of Pien_, xiv. 13, his boldness. _Chung-hu_, xviii. 11, an officer of Chou. _Chung-kung_, a disciple of Confucius: name Jan Yung, style Chung-kung, born 523 B.C.; v. 4, said to have a glib tongue; vi. 1, might fill the seat of a prince: his views on laxity; vi. 4, likened to the red calf of a brindled cow; xi. 2, was of noble life; xii. 2, asks",Confucius
"what is love; xiii. 2, when steward of the Chi asks how to rule. _Chung-mou_, a town in Chin, belonging to the Chao family; xvii. 7, held by Pi Hsi in rebellion. _Chung-ni_, xix. 22, 23 = Confucius. _Chung-shu Yü_, minister of Wei, son of K'ung-wen; xiv. 20, in charge of the guests. _Chung-tu_, xviii. 11, an officer of Chou. _Chung Yu_: _see_ Tzu-lu. _Chü-fu_, xiii. 17, a town in Lu, Tzu-hsia governor of it. _Chüeh_, xviii. 9, bandmaster of Lu, went to Ch'in. _Ch'ai_, a disciple of Confucius, name Kao Ch'ai, style Tzu-kao; xi. 17, is simple; xi. 24, made governor of Pi. _Ch'ang-chü_, xviii. 6, says Confucius knows the ford. _Ch'en_, a state in China; v. 21, xi. 2, xv. 1. _Ch'en_, judge of; vii. 30, asks whether Duke Chao was well bred. _Ch'en Ch'eng_, posthumous title of Ch'en Heng, minister of Ch'i; xiv. 22, murders Duke Chien of Ch'i. _Ch'en K'ang_, xvi. 13 = Tzu-ch'in, whom see. _Ch'en Tzu-ch'in_ = Tzu-ch'in, whom see. _Ch'en Wen_, a lord of Ch'i; v.",Confucius
"18, forsook his land when Ts'ui murdered the king. _Ch'i_, a state in ancient China, vii. 13, xviii. 3, xviii. 9; v. 18, its king slain by Ts'ui; vi. 3, Tzu-hua sent there; vi. 22, by a single revolution might equal Lu; xiv. 16, Duke Huan of, was honest but shallow; xvi. 12, Duke Ching of, had a thousand teams of horses; xviii. 4, the men of, send singing girls to Chi Huan. _Ch'i-tiao K'ai_, a disciple of Confucius, style Tzu-jo; v. 5, wants confidence to take office. _Ch'ih_, the name of Kung-hsi Hua, whom see. _Ch'in_, a state in western China, xviii. 9. _Ch'iu_, the name of Jan Yu, whom see; xiv. 34, the name of Confucius. _Ch'u_, an ancient state, xviii. 5, 9. _Ch'ü Po-yü_, minister of Wei, a friend of Confucius, who stayed with him when in Wei; xiv. 26, sends an envoy to Confucius; xv. 6, what a gentleman he was! _Ch'üeh_, a village; xiv. 47, a lad from, made messenger by Confucius. _Fan Ch'ih_, a disciple of Confucius,",Confucius
"name Fan Hsü, style Tzu-ch'ih; ii. 5, asks meaning of obedience to parents; vi. 20, asks what is wisdom, and love; xii. 21, asks how to raise the mind; xii. 22, asks what is love, and wisdom; xiii. 4, asks to be taught husbandry; xiii. 19, asks what is love. _Fang_, xiv. 15, a town of Lu, a fief in the hands of Tsang Wu-chung. _Fang-shu_, xviii. 9, drum-master of Lu, crossed the river. _Han_, xviii. 9, the river that enters the Yangtze at Hankow. _Hsia_ = China, also the name of a dynasty, ii. 23, iii. 9, 21, xv. 10. _Hsiang_, xviii. 9, who played the sounding stones, crossed the sea. _Hsieh_, xiv. 12, a small state: Meng Kung-ch'o not fit to be minister of. _Hsien_, xiv. 1: _see_ Yüan Ssu. _Hsien_, xiv. 19, steward to Kung-shu Wen; goes to court with him. _Hu_, vii. 28, a village: it was ill talking to the people of. _Huan_, the three; xvi. 3, the three sons of Duke Huan of Lu, from whom the",Confucius
"families of Meng, Shu, and Chi were descended, as also the powerless reigning duke of Lu. _Huan_, Duke of Ch'i: _see_ note to xiv. 17; xiv. 16, was honest but shallow; xiv. 17, 18, slays the young duke Chiu. _Huan T'ui_, vii. 22, an officer of Sung, cannot harm the Master, if Heaven protect him. _Hui_: _see_ Yen Yüan. _Jan Ch'iu_: _see_ Jan Yu. _Jan Po-niu_, a disciple of Confucius, name Jan Keng, style Po-niu, born 544 B.C.; xi. 2, was of noble life. _Jan Yu_, a disciple of Confucius, name Jan Ch'in, style Tzu-yu, born 520 B.C.; iii. 6, cannot stop the Chi worshipping on Mount T'ai; v. 7, the Master cannot say that he has love; vi. 3, gives Tzu-hua's mother grain; vi. 6, has ability and so is fit to govern; vi. 10, lacks strength to follow Confucius; vii. 14, asks whether the Master is for the King of Wei; xi. 2, was a statesman; xi. 12, was fresh and frank; xi. 16, is tax-gatherer to the Chi; xi. 21,",Confucius
"asks whether he shall do all that he is taught; xi. 23, is a tool, not a statesman; xi. 25, wishes for charge of sixty, or seventy, square miles; xiii. 9, drives the Master towards Wei; xiii. 14, says business of state detained him at court; xiv. 13, his skill; xvi. 1, is minister to the Chi, when he proposes to attack Chuan-yü. _Ju Pei_, an officer of Lu, who had been taught by Confucius; xvii. 20, wishes to see Confucius, who pleads sickness. _Kan_, xviii. 9, music-master of Lu, went to Ch'u. _Kao-tsung_, the Emperor Wu Ting of the house of Yin, reigned 1324-1265 B.C.; xiv. 43, on the death of his predecessor did not speak for three years. _Kao-yao_, xii. 22, made criminal judge by Shun and evil vanished. _Kuan Chung_, personal name Yi-wu, chief minister to Duke Huan of Ch'i, + 645 B.C.: _see_ notes to iii. 22, xiv. 17; iii. 22, Confucius calls him shallow; xiv. 10, he thrust the Po from the town of Pien; xiv. 17, would",Confucius
"not die with the young duke Chiu; xiv. 18, should he have drowned in a ditch? _Kung-ch'o_ xiv. 13: _see_ Meng Kung-ch'o. _Kung-hsi Hua_, a disciple of Confucius, name Kung-hsi Ch'ih, style Tzu-hua, born in Lu, 510 B.C. He was entrusted with the management of the Master's funeral; v. 7, the Master cannot say whether he has love; vi. 3, sent to Ch'i; Confucius is asked to give his mother grain; vii. 33, says the disciples cannot learn the Master's endless craving; xi. 21, is puzzled by the Master's different answers; xi. 25, would like to play an humble part in Ancestral Temple. _Kung-ming Chia_ a man of Wei; xiv. 14, says Kung-shu Wen speaks when it is time to speak. _Kung-shan Fu-jao_, xvii. 5, a confederate of Yang Huo, held Pi in rebellion. _Kung-shu_, the name of a great family in Wei. _Kung-shu Wen_, of the above family, a minister of Wei; xiv. 14, said not to speak, or laugh, or take a gift; xiv. 19, goes to court with his ex-steward.",Confucius
